fid,idcar_1km,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,codearondo
"1783",CRS3035RES1000mN2256000E4005000,"0","8311183059",458,192.3,19.1,40,11,171.8,17.1,11225679,19747.1,11.2,181.1,3,11.2,93,85.1,0,0,11.8,7.1,16.7,30.5,35,65.1,89,64,118.9,19.9,0,"383"
"1784",CRS3035RES1000mN2256000E4006000,"0","8311183018",837,378.9,55,118.7,17,260.9,44.2,18304058.4,34930,97.3,281.6,107.8,29.3,103.9,133.9,4,0,24,17,32.9,73.9,62.1,137,187.3,117.3,138.7,46.8,0,"383"
"1785",CRS3035RES1000mN2256000E4007000,"1","8301883111",58,25,3.9,5.5,1.9,22.6,4.5,1319943.9,2468.9,0.9,24.1,0,0.9,11.4,12.7,0,0,3.9,0,3,3.9,3.4,9.2,14.5,7.1,9.5,3.5,0,"383"
"1786",CRS3035RES1000mN2256000E4008000,"0","83018",164,64.2,10,21.8,7.7,54.9,3.9,3929408.8,7503.2,6.1,58.1,1,4.2,14,43.9,1.1,0,3,3.1,9.8,19,15,13.1,46.2,26.7,27.3,0.8,0,"383"
"1787",CRS3035RES1000mN2256000E4009000,"0","83018",185,70.1,11.1,10,6.8,55.8,4.8,4350585.5,7679.8,10.1,60,4.2,1.7,17.4,46.8,0,0,2,2.9,6.9,26,18.8,6.3,47.1,28,35.7,11.3,0,"383"
"1788",CRS3035RES1000mN2256000E4010000,"0","83018",862.5,399,82.7,156.1,21.6,223.7,74.6,16985906.7,34103.9,146.1,252.9,239.3,17.9,36.9,102.9,2,2,41.9,14,61.5,103.8,69,144.3,189.1,76.2,115.8,46.9,0,"383"
"1789",CRS3035RES1000mN2256000E4011000,"0","83018",95,44.9,4.1,13.9,0,38,5.1,2652529.9,5419.1,0.9,44,1.8,5.1,9.1,28.9,0,0,0,1.1,1.2,8,8,9.9,19.8,20.1,22,4.9,0,"383"
"1790",CRS3035RES1000mN2256000E4012000,"1","83018",10,4.1,2,1.6,0.3,3.1,0.3,171098.6,380.6,0,4.1,1,0.5,2,0.6,0,0,0.4,0.5,0.6,1.6,0.2,1.8,1.6,1,1.3,1,0,"383"
"1791",CRS3035RES1000mN2256000E4013000,"0","83018",31,14.2,1,3.1,1,12.9,1,874631,1701.9,0,14.2,1,0,11.1,2.1,0,0,0,0,0.3,1.3,2.1,3.1,4.9,5,10.2,4.1,0,"383"
"1792",CRS3035RES1000mN2256000E4014000,"1","8301883057",14,7.1,1.5,2.6,0,3,1.5,313135.6,478.6,0.9,6.2,2.8,1,1.8,1.5,0,0,0.6,0.6,0.3,0.9,1,3.7,2.8,2.5,1,0.6,0,"383"
"1793",CRS3035RES1000mN2256000E4015000,"1","83057",11,5.5,1.1,2,0,2.4,1.1,246035.2,376,0.6,4.9,2.2,0.7,1.5,1.1,0,0,0.5,0.5,0.4,0.6,0.7,2.8,2.2,2,0.7,0.6,0,"383"
"1794",CRS3035RES1000mN2256000E4017000,"1","8305783067",4,2.4,0.2,1.2,0,1.4,0,115923.8,295.6,1.4,1,1.8,0.2,0,0.4,0,0,0,0,0,0.2,0.2,0.6,0.4,0.4,1.8,0.4,0,"383"
"1795",CRS3035RES1000mN2256000E4018000,"1","8306783057",16,5.7,0.4,0.9,0.9,3.9,0,465379.9,697.6,0.9,4.8,1.8,0,1.3,2.6,0,0,0.4,0,0.9,1.6,1.7,1.8,3.5,3.5,2.2,0.4,0,"383"
"1796",CRS3035RES1000mN2256000E4019000,"1","8306783073",21,7.4,0.5,1.2,1.2,5.1,0,610811.1,915.5,1.2,6.2,2.3,0,1.7,3.4,0,0,0.5,0,1.2,2.3,2.3,2.3,4.5,4.5,2.9,0.5,0,"183"
"1797",CRS3035RES1000mN2256000E4019000,"1","8306783073",21,7.4,0.5,1.2,1.2,5.1,0,610811.1,915.5,1.2,6.2,2.3,0,1.7,3.4,0,0,0.5,0,1.2,2.3,2.3,2.3,4.5,4.5,2.9,0.5,0,"383"
"1798",CRS3035RES1000mN2256000E4020000,"1","8306783073",8,3.7,0.3,1.3,0,2.1,0,223958.9,408.6,0,3.7,1,1,0.6,1.1,0,0,0.3,0,0,0.6,0.6,0.8,2.1,1,1.3,1.3,0,"183"
"1799",CRS3035RES1000mN2256000E4020000,"1","8306783073",8,3.7,0.3,1.3,0,2.1,0,223958.9,408.6,0,3.7,1,1,0.6,1.1,0,0,0.3,0,0,0.6,0.6,0.8,2.1,1,1.3,1.3,0,"383"
"1800",CRS3035RES1000mN2256000E4021000,"1","8306783073",16,7.4,0.6,2.7,0,4,0,447917.9,817.3,0,7.4,1.9,2,1.3,2.2,0,0,0.6,0,0,1.3,1.3,1.4,4,2,2.7,2.7,0,"183"
"1801",CRS3035RES1000mN2256000E4021000,"1","8306783073",16,7.4,0.6,2.7,0,4,0,447917.9,817.3,0,7.4,1.9,2,1.3,2.2,0,0,0.6,0,0,1.3,1.3,1.4,4,2,2.7,2.7,0,"383"
"1802",CRS3035RES1000mN2256000E4022000,"0","8307383067",52.5,21.9,2.9,7,2.1,20.1,2.9,1026680.6,2249.1,0,21.9,8.9,0,7,6,0,0,0,0.9,2,5,6.4,4.1,16,5,10.1,3,0,"183"
"1803",CRS3035RES1000mN2256000E4022000,"0","8307383067",52.5,21.9,2.9,7,2.1,20.1,2.9,1026680.6,2249.1,0,21.9,8.9,0,7,6,0,0,0,0.9,2,5,6.4,4.1,16,5,10.1,3,0,"383"
"1804",CRS3035RES1000mN2256000E4025000,"1","8303183073",2,0.8,0.1,0.2,0.1,0.3,0,54761.4,70.9,0.3,0.5,0.5,0,0.2,0.1,0,0,0,0,0,0.3,0.2,0.1,0.3,0.3,0.7,0.1,0,"183"
"1805",CRS3035RES1000mN2256000E4026000,"1","83031",4,1.6,0.1,0.3,0.1,0.7,0,109522.8,141.8,0.6,1,1,0.1,0.4,0.1,0,0,0,0,0,0.6,0.3,0.2,0.7,0.7,1.4,0.1,0,"183"
"1806",CRS3035RES1000mN2256000E4030000,"1","830318314883063",4,2.4,0.4,1,0,1.4,0.2,86686.4,250.2,0.4,2,1.8,0,0.4,0.2,0,0,0,0,0,0.4,0,0.2,1.4,1,0.6,0.4,0,"183"
"1807",CRS3035RES1000mN2256000E4031000,"1","8306383148",6,3.5,0.6,1.6,0,2.2,0.3,130029.5,375.2,0.6,2.9,2.5,0,0.7,0.3,0,0,0,0,0,0.6,0,0.3,1.9,1.6,1,0.6,0,"183"
"1808",CRS3035RES1000mN2256000E4032000,"1","8306383148",7,2.8,0.5,0.7,0.2,2.4,0.2,155823.5,404.6,0,2.8,0.9,0,0.5,1.4,0,0,0.2,0,0.2,0.5,0.9,0.5,1.4,1.9,0.9,0.5,0,"183"
"1809",CRS3035RES1000mN2256000E4033000,"1","83063",2,0.8,0.2,0.2,0,0.7,0.1,44521,115.6,0,0.8,0.2,0,0.2,0.4,0,0,0.1,0,0.1,0.1,0.2,0.2,0.4,0.5,0.2,0.2,0,"183"
"1810",CRS3035RES1000mN2256000E4034000,"1","83063",1,0.4,0.1,0.1,0,0.4,0,22260.5,57.8,0,0.4,0.1,0,0.1,0.2,0,0,0,0,0,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0,"183"
"1811",CRS3035RES1000mN2256000E4035000,"1","83063",6,2.4,0.5,0.6,0.1,2.1,0.3,133563,346.8,0,2.4,0.7,0,0.5,1.2,0,0,0.3,0,0.3,0.3,0.7,0.5,1.2,1.5,0.7,0.5,0,"183"
"1812",CRS3035RES1000mN2256000E4037000,"1","83063",2,0.9,0.2,0.5,0.1,0.7,0,45364.8,81.8,0,0.9,0.4,0.1,0.1,0.3,0,0,0.1,0.1,0,0.1,0.1,0.2,0.3,0.6,0.5,0,0,"183"
"1813",CRS3035RES1000mN2256000E4040000,"0","83094",62,25.7,6.9,9,4,21.1,2.8,1567174.1,3388,0,25.7,2.8,0.8,3.1,19,0,0,3,0,5.3,8.2,3,6.9,13.7,13,8.9,0,0,"183"
"1814",CRS3035RES1000mN2256000E4041000,"0","8309483115",93,35,7.9,5,4,29.9,4.9,2349221.9,4063,2.9,32.1,3,2,10.9,19.1,0,0,1.7,2.1,6,11,6.1,20.1,17.1,19.8,7,2.1,0,"183"
"1815",CRS3035RES1000mN2256000E4046000,"1","83115",4,2.1,1,0.9,0,1.2,0.4,60900.2,312.4,0,2.1,0.7,0.1,0.4,0.9,0,0,0,0,0,0.5,0.1,0.3,0.9,0.7,1.4,0.1,0,"183"
"1816",CRS3035RES1000mN2256000E4047000,"1","83115",2,1,0.5,0.5,0,0.6,0.2,30450.1,156.2,0,1,0.3,0.1,0.2,0.4,0,0,0,0,0,0.3,0.1,0.1,0.4,0.3,0.7,0.1,0,"183"
"1817",CRS3035RES1000mN2256000E4050000,"1","83107",29,13.7,0.8,5.9,0.8,9.3,1.7,836052.1,861.4,6,7.7,1,0,9.3,3.4,0,0,0,0,0.8,3.4,1.7,7.7,6.8,3.4,4.3,0.9,0,"183"
"1818",CRS3035RES1000mN2256000E4051000,"0","83107",162,83,11.8,30,3.1,63.8,8.9,4320522.6,7182,30.1,52.9,0,0,55.8,27.2,0,0,3,2.2,8.2,7.9,7,23.9,26.9,21.1,51.8,10,0,"183"
"1819",CRS3035RES1000mN2256000E4052000,"1","83107",17,8.6,0.9,2,0.2,6.8,0,502447.5,1151.4,0.7,7.9,0,3.5,1.7,2.5,0.9,0,0,0,0.2,1.1,0.5,0.7,2.6,2.8,8.2,0.9,0,"183"
"1820",CRS3035RES1000mN2256000E4053000,"1","83107",132.5,67.8,11.9,25.4,2.7,55,0,3454427,7165,17.1,50.7,0,22.3,25.7,16.9,2.9,0,1,0,5.1,5.6,6.5,10.1,23.6,20.4,46.5,13.7,0,"183"
"1821",CRS3035RES1000mN2256000E4054000,"0","8310783061",61,29,5,10.1,1,21.1,4,1502168.6,2601,12,17,0,15,1,13,0,0,1,0,3,7,3,6,6,8,19.9,7.1,0,"183"
"1822",CRS3035RES1000mN2257000E3944000,"0","13215132021321413203",5165,1886,967,641,324,254.9,403,69499861.4,105266,1861,25,674,580,2,615,15,663,402.9,193,467.4,663,366.5,1107,935.1,407,369.1,102,152,"313"
"1823",CRS3035RES1000mN2257000E3945000,"0","1321413203",9902.5,4077.9,1473.9,1569,490.1,1665.1,680.9,159696038.3,230927.1,3565.9,512,1319,1640,416,684,18.9,569,745,335.1,823.5,1000.4,586.5,1978,1878,1057,971.1,503.9,24,"313"
"1824",CRS3035RES1000mN2257000E3946000,"0","1321413213",9761,3733,1505.9,1283.1,552,880,802,150095882.7,227271,3531,202,398,2448,27,857,3,1612,717.6,415,936.6,1131.4,648.5,1782.9,1808.1,1048.9,831,362,79,"313"
"1825",CRS3035RES1000mN2257000E3947000,"0","1321313214",10124.5,4151,1286,1490.9,435.9,1542.1,827.1,180002523.5,263688,3702,449,769.9,2130.9,621.1,616.1,13,1357,587.4,349.4,793.9,1049.6,739.9,1813.6,1870,1190.1,1143.1,559,28.5,"313"
"1826",CRS3035RES1000mN2257000E3948000,"0","1321313212",6479,2765.1,747.9,1062.9,270.9,1163.9,459.9,120829178.9,177845.9,2323,442.1,433,1517.1,187,626,2,746,328.9,186.9,462.5,622.5,484.1,1217.1,1211,798,756,393,19,"313"
"1827",CRS3035RES1000mN2257000E3949000,"0","1321313212",7332.5,2688,907.9,813,422,825,501,126245804.8,191619,2414,274,138,1713.9,261.1,567,8,1392,426.5,212,595.5,860.4,624.1,1266,1376,830.1,786.9,336,19,"313"
"1828",CRS3035RES1000mN2257000E3950000,"0","1321313212",5228,2221,395,700,162,1455,326,112508345,165633,1502,719,233,702,415,868,3,249,288,156.5,328,411,335.5,1024,969,671,732,302,11,"313"
"1829",CRS3035RES1000mN2257000E3951000,"0","1321313212",4365,1875,430.9,630,137.9,886,289.9,92629593.9,135887,1276.1,598.9,280.9,478,585.1,520.1,10.9,684,210,118,273.9,362.4,348,833.1,875.5,560.1,594,181,9,"313"
"1830",CRS3035RES1000mN2257000E3952000,"0","130021321313212",1263.5,489.1,39.9,102.9,31.9,381.1,40.9,36212817.4,48364.9,107.1,382,90,52,133,208,6.1,15,45,44.1,63.5,97.9,105.1,189,253,171.9,234.1,59.9,0,"313"
"1831",CRS3035RES1000mN2257000E3953000,"0","13002",1018,394.1,31,99,37,272,31,27875737.8,37149.9,108.2,285.9,84.2,49.9,84,171,5,0,40.5,28.6,62.9,77.1,73,159,222.9,140,154.1,59.9,0,"313"
"1832",CRS3035RES1000mN2257000E3954000,"0","13002",1336,484.9,25.8,74,45.1,426,36.1,41288803.6,50857.9,29.1,455.8,53,28,195.1,203.9,4.9,0,38.1,23.5,70,114.5,115.1,164.9,267,258.9,214.9,69.1,0,"313"
"1833",CRS3035RES1000mN2257000E3955000,"0","13002",43,14.9,1,3,3,10,0,1447850.7,1677,0.8,14.1,6,2.8,3,3.1,0,0,1,1.1,5,4,1.9,5,11,3,9,2,0,"313"
"1834",CRS3035RES1000mN2257000E3956000,"1","13002",114,41.2,3.6,7.5,6.3,35.7,1.9,3480028.4,3829.8,2.6,38.6,19.8,3.9,12.8,4.7,0,0,5.6,0.9,6.7,8.3,6.6,13.8,24,24.3,20.8,3,0,"313"
"1835",CRS3035RES1000mN2257000E3960000,"1","1300513086",6,2.4,0.1,0.6,0.3,1.8,0.3,195291.3,267.6,0.4,2,0.9,0.2,1,0.3,0,0,0.2,0.1,0.3,0.6,0.4,0.6,1.2,0.9,1.4,0.3,0,"313"
"1836",CRS3035RES1000mN2257000E3961000,"0","1300513086",226.5,89.2,7.1,20,7.1,60.1,6,6909505.6,10139,12.3,76.9,28.7,9.3,29,22.2,0,0,3,3.8,13,18.6,20.1,30.8,49.7,32.1,42.2,13.2,0,"313"
"1837",CRS3035RES1000mN2257000E3962000,"0","1308613005",824,354,33.1,82.1,14,235.9,50.8,22144113.9,32537.1,101.7,252.3,36.1,18.8,170.1,126,3,64,31.7,17.6,37.5,55.5,54,101,157.9,149.8,189.1,29.9,0,"313"
"1838",CRS3035RES1000mN2257000E3963000,"0","13086",889.5,365.9,37,99,21.1,220.2,40,22367415.9,30398.9,148.9,217,91.8,32,111,122.1,9,0,46.4,23.9,56.9,67,58.1,190.1,163.1,129,124,31,0,"313"
"1839",CRS3035RES1000mN2257000E3964000,"0","13086",540,193.9,16.9,34.9,24.8,155.2,15.8,16147681.8,21155.9,13.9,180,45,23.8,63.9,57.2,4,0,18.6,12.1,29.7,45.5,47.1,84.1,109.7,82,85.1,26.1,0,"313"
"1840",CRS3035RES1000mN2257000E3965000,"1","13086",32,12.1,0.9,2.3,0.9,9.6,0.9,989033.1,1413.9,0.9,11.2,2,2.1,3.9,3.9,0.2,0,1.1,1.1,1.8,3.2,2.1,4.3,6.9,5.7,4.6,1.2,0,"313"
"1841",CRS3035RES1000mN2257000E3967000,"1","1300713086",12,4,0.8,1.2,0.8,3.4,0.8,271971.6,414,0.4,3.6,0.6,0.4,2.2,0.8,0,0,0,0,0.4,2,2.2,0.8,3.2,0.8,2.2,0.4,0,"313"
"1842",CRS3035RES1000mN2257000E3970000,"1","1300783093",1,0.3,0,0,0,0.3,0,27077.2,39,0,0.3,0,0,0.1,0.2,0,0,0,0,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0,0,"313"
"1843",CRS3035RES1000mN2257000E3970000,"1","1300783093",1,0.3,0,0,0,0.3,0,27077.2,39,0,0.3,0,0,0.1,0.2,0,0,0,0,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0,0,"383"
"1844",CRS3035RES1000mN2257000E3971000,"1","83093",161,56.1,5.7,7,3,47.4,4.9,4359435.9,6277.4,4.8,51.3,2.2,4.8,8,37.2,3.9,0,7,7.3,14.8,14.3,10.7,22.7,42.3,13.6,23.6,4.7,0,"383"
"1845",CRS3035RES1000mN2257000E3972000,"0","83093",63,21.8,0.8,2,0.8,21.8,2,1636101.4,2704,0,21.8,0,0,4.9,16,0.9,0,2.8,2.9,2,6.1,4.1,16.1,10.9,8.1,6.9,3.1,0,"383"
"1846",CRS3035RES1000mN2257000E3973000,"0","83093",151.5,61,10.9,15.8,3.9,40.9,7.9,3116048.2,5624,21,40,14,6,9,27,5,0,11.1,5.1,12.9,13.5,5.1,35.8,30.9,14,20,3.1,0,"383"
"1847",CRS3035RES1000mN2257000E3974000,"1","8309383120",146,53.9,4.9,8.8,3.9,42.1,2.9,4061890.8,5648.5,3,50.9,5.6,0,7.2,41.1,0,0,4.8,3.9,7.9,17.8,11.6,19.3,43.4,22.5,9.8,5,0,"383"
"1848",CRS3035RES1000mN2257000E3975000,"1","8309383120",3,1.2,0.1,0.2,0.1,0.8,0.1,86396.9,117.5,0.1,1.1,0.2,0,0.2,0.8,0,0,0.1,0.1,0.1,0.3,0.2,0.5,0.8,0.5,0.3,0.1,0,"383"
"1849",CRS3035RES1000mN2257000E3976000,"1","8309383087",1,0.4,0,0.1,0.1,0.2,0,18868.7,32.7,0.1,0.3,0.1,0.1,0.1,0.1,0,0,0.1,0,0,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0,"383"
"1850",CRS3035RES1000mN2257000E3977000,"1","8309383087",4,1.4,0.2,0.5,0.3,0.8,0.2,75474.7,131,0.3,1.1,0.2,0.4,0.4,0.4,0,0,0.6,0.2,0.1,0.3,0.2,0.9,0.3,0.9,0.3,0.2,0,"383"
"1851",CRS3035RES1000mN2257000E3988000,"0","83076",38,20,2.2,9,1,15.9,0,1067673,1909,0,20,0,2,7.9,10.1,0,0,0,0.9,2.9,2.2,0.9,3.9,10,7,9.1,1.1,0,"383"
"1852",CRS3035RES1000mN2257000E3989000,"0","83076",299.5,138.9,41,53,9,66,30,5827877.8,9905.9,49,89.9,80,10.9,35,13,0,19,12.9,6.5,27.5,35.1,21.4,36.9,75,34.1,36.1,14,0,"383"
"1853",CRS3035RES1000mN2257000E3993000,"1","83108",221,89.9,12.3,20.7,7.3,74.5,6.5,5138398.7,8181,4,85.9,11.8,10.7,29.6,37.8,0,0,12.3,7.4,15.9,12.2,11.8,47.4,35.9,28.7,35.8,13.6,0,"383"
"1854",CRS3035RES1000mN2257000E3994000,"0","83108",79,27.2,1.9,0.8,1.9,25,2,1812034.6,2911,0,27.2,0,1.9,8.1,17.2,0,0,4.9,0,6.9,10,2.8,11,19,9.1,10,3.2,2.1,"383"
"1855",CRS3035RES1000mN2257000E3995000,"2","83108",21,10.9,3.1,3.1,0,9.1,2.1,534916.2,1446.9,0,10.9,1.9,2.1,2.1,4.8,0,0,1,0,0,0,1,1.1,2.9,6,6.9,2.1,0,"383"
"1856",CRS3035RES1000mN2257000E3998000,"1","83064",9,3.3,0,0.3,0,3.3,0.5,254478.7,337.1,0,3.3,0,0,1.8,1.5,0,0,0,0.3,0.3,0.5,1,1.5,1.8,2,1.3,0.3,0,"383"
"1857",CRS3035RES1000mN2257000E3999000,"1","83064",319.5,137.6,10,23.8,5,130.6,6.5,9017058.1,15210.9,0,137.6,0,2,83.2,51.4,1,0,6,4.8,11.8,18,17.9,23.4,54.2,74.9,86.7,20.8,1,"383"
"1858",CRS3035RES1000mN2257000E4000000,"0","8306483023",360,138,11,10,4,134,9.9,9558357.3,15776,4,134,0,3,35,99,1,0,3,4,5,31,42,26.9,82,79.1,73,14,0,"383"
"1859",CRS3035RES1000mN2257000E4002000,"1","8302383059",3,1.3,0.3,0.3,0.1,0.9,0,67942.2,114.7,0.1,1.2,0,0,1,0.3,0,0,0.2,0,0.1,0.1,0,0.9,0.3,0.9,0.3,0.2,0,"383"
"1860",CRS3035RES1000mN2257000E4003000,"1","8302383059",22,9.8,1.8,2.6,1,7,0,498243.2,841.4,1,8.8,0,0,8,1.8,0,0,1.6,0,0.8,1,0,6.2,1.8,7,2.6,1,0,"383"
"1861",CRS3035RES1000mN2257000E4004000,"1","83059830308302383111",23,9.2,0.8,2.4,1.4,6.6,0.4,570307.1,811.1,2.2,7,0,0.9,5,3.3,0,0,0.8,1.3,0.8,0,2.8,3.7,4.2,5.2,2.8,1.4,0,"383"
"1862",CRS3035RES1000mN2257000E4005000,"1","8311183030",33,13,1.2,3.5,1.8,9.4,0.7,818266.7,1163.8,3.1,9.9,0,1.2,7.1,4.7,0,0,1.3,1.7,1.3,0,4.1,5.3,5.8,7.5,4.2,1.8,0,"383"
"1863",CRS3035RES1000mN2257000E4006000,"0","8311183030",254.5,98.7,8.9,18.9,5,88.9,6.9,6352271.8,10241,3,95.7,0,0,28.8,69.9,0,0,10.9,8.3,21,17,17,51.1,45.9,36.2,39.1,8,0,"383"
"1864",CRS3035RES1000mN2257000E4007000,"1","8301883111",9,4,1.1,0.5,0.3,3.4,0.5,188454,423.3,0.3,3.7,0,0.3,2.7,1,0,0,0.3,0,0,1.1,0.5,1.5,1.6,1.8,1.6,0.6,0,"383"
"1865",CRS3035RES1000mN2257000E4008000,"0","83018",40.5,17,2,4.9,2,15,2.9,880139.3,1845.1,0,17,0,0,2.9,14.1,0,0,2.5,0,1,4,2.9,4,9,6.1,9,2,0,"383"
"1866",CRS3035RES1000mN2257000E4009000,"0","83018",220.5,79.7,4.1,9,6,71.8,3.9,5870516.6,8802.2,1,78.7,2.8,3,12,61.9,0,0,4.8,4,9.7,21.6,26.1,22.2,63.2,28.2,33.8,6.9,0,"383"
"1867",CRS3035RES1000mN2257000E4010000,"0","83018",529.5,222,28,60,14,172.1,20,12345210.4,21173.2,25.1,196.9,42.9,15,59.1,104.1,0.9,0,21.6,9.9,40.5,41.4,32,71,120,68,97.1,28,0,"383"
"1868",CRS3035RES1000mN2257000E4011000,"0","83018",150.5,61.2,8.1,11.8,2.9,55,3.9,3841545.3,7436.9,0,61.2,2.1,1.9,25.1,32.1,0,0,3.9,3,5.9,13.7,9.1,13.9,29.9,20.1,37.9,13.1,0,"383"
"1869",CRS3035RES1000mN2257000E4012000,"1","8301883057",21,8.5,4.2,3.3,0.6,6.3,0.6,359307,799.2,0,8.5,2.1,1,4.2,1.2,0,0,0.9,1,1.2,3.3,0.4,4,3.3,2.1,2.7,2.1,0,"383"
"1870",CRS3035RES1000mN2257000E4013000,"1","8305783018",8,3.3,1.6,1.2,0.2,2.5,0.2,136878.8,304.4,0,3.3,0.8,0.4,1.7,0.4,0,0,0.4,0.4,0.4,1.2,0.2,1.5,1.3,0.8,1,0.8,0,"383"
"1871",CRS3035RES1000mN2257000E4014000,"1","8305783018",20,10.2,2.2,3.6,0,4.4,2.2,447336.6,683.6,1.3,8.9,4,1.4,2.6,2.2,0,0,0.9,0.9,0.4,1.3,1.4,5.3,4,3.5,1.4,0.9,0,"383"
"1872",CRS3035RES1000mN2257000E4015000,"0","83057",76,29,2.1,6.1,3.1,27,1,2162717.3,3681.1,0,29,0.9,0,15,13.1,0,0,3.1,1,4.1,6.9,6.1,12,15,7.8,18.1,1.9,0,"383"
"1873",CRS3035RES1000mN2257000E4016000,"1","83057",15,9.1,0.9,4.5,0,5,0,434714.1,1108.6,5.5,3.6,6.8,0.5,0,1.8,0,0,0,0,0,0.4,0.5,2.3,1.8,1.8,6.8,1.4,0,"383"
"1874",CRS3035RES1000mN2257000E4019000,"0","8307383067",112,46,8.1,12.1,3,34,2,2622773.5,5259,1,45,0,0,18,26,2,0,3.1,1,9.3,12.6,3,11.9,28.1,14.9,20,8.1,0,"183"
"1875",CRS3035RES1000mN2257000E4019000,"0","8307383067",112,46,8.1,12.1,3,34,2,2622773.5,5259,1,45,0,0,18,26,2,0,3.1,1,9.3,12.6,3,11.9,28.1,14.9,20,8.1,0,"383"
"1876",CRS3035RES1000mN2257000E4020000,"0","83073",37,19.9,4.9,10,2,13.1,1.1,778231.7,2400.1,3.1,16.8,1.8,0.9,6.1,11.1,0,0,0.9,1.1,2,2,0,4.9,5,7,10,4.1,0,"183"
"1877",CRS3035RES1000mN2257000E4021000,"0","83073",305.5,136,17,31,5.9,129.6,14.1,7606684.8,14819.3,2.2,133.8,2.9,10.1,53.9,68.1,1,0,10.1,7.9,13.6,16.2,16.7,24.5,62.1,66.2,72.1,16.1,0,"183"
"1878",CRS3035RES1000mN2257000E4022000,"1","83073",51,21,2.7,5.2,2.7,16.8,0.8,1162040.2,2185,0.7,20.3,0,0.8,7.1,11.3,1.8,0,1.8,1.8,2.5,5.2,2.7,5.3,8.7,10.5,8,4.5,0,"183"
"1879",CRS3035RES1000mN2257000E4023000,"1","83073",7,2.8,0.4,0.7,0.4,2.4,0,159495.7,299.9,0,2.8,0,0,1.1,1.4,0.3,0,0.3,0.3,0.3,0.7,0.4,0.7,1.1,1.4,1.1,0.7,0,"183"
"1880",CRS3035RES1000mN2257000E4027000,"1","83031",9,3.6,0.3,0.8,0.3,1.5,0,246426.4,319.1,1.3,2.3,2.3,0.3,0.7,0.3,0,0,0,0,0,1.3,0.8,0.5,1.5,1.5,3.1,0.3,0,"183"
"1881",CRS3035RES1000mN2257000E4029000,"1","8303183148",1,0.6,0.1,0.3,0,0.4,0.1,21671.6,62.5,0.1,0.5,0.4,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0.3,0.3,0.2,0.1,0,"183"
"1882",CRS3035RES1000mN2257000E4032000,"1","8314883063",22,8.8,1.7,2.2,0.4,7.7,1,489731.1,1271.6,0,8.8,2.6,0,1.8,4.4,0,0,1,0,1,1.2,2.6,1.7,4.4,5.6,2.7,1.8,0,"183"
"1883",CRS3035RES1000mN2257000E4036000,"1","83063",1,0.5,0.1,0.2,0,0.3,0,22682.4,40.9,0,0.5,0.2,0,0.1,0.2,0,0,0.1,0,0,0,0.1,0.1,0.1,0.3,0.3,0,0,"183"
"1884",CRS3035RES1000mN2257000E4037000,"1","8306383094",9,4.2,0.9,2.1,0.2,3,0,204141.6,368.1,0,4.2,1.6,0.4,0.7,1.5,0,0,0.6,0.3,0,0.4,0.6,0.9,1.1,2.5,2.4,0.2,0,"183"
"1885",CRS3035RES1000mN2257000E4040000,"1","83094",42,18.4,5.5,3.7,0.3,14.2,2,1073616,1828.5,0,18.4,6,0,3.5,8.9,0,0,4.3,1.4,2.4,2.2,0,6.7,8,8.5,7.5,1,0,"183"
"1886",CRS3035RES1000mN2257000E4041000,"0","8309483115",79,33,10,8,2,26.1,3,1834098.8,2533,0.9,32.1,11.9,1,2,18.1,0,0,4.1,1,3.9,9,4,8.8,27.1,16.1,5,0,0,"183"
"1887",CRS3035RES1000mN2257000E4042000,"1","8311583094",10,4,1.5,0.5,0.4,2.9,0,248911.4,457.6,0,4,0.9,0,1.5,1.6,0,0,0.4,0.4,0.4,1.1,0,0.5,3,2.1,2.1,0,0,"183"
"1888",CRS3035RES1000mN2257000E4044000,"1","83115",5,2.5,1.4,1.1,0,1.5,0.5,76125.4,390.5,0,2.5,0.9,0.1,0.5,1,0,0,0,0,0,0.6,0.1,0.4,1.1,0.9,1.8,0.1,0,"183"
"1889",CRS3035RES1000mN2257000E4046000,"1","83115",3,1.5,0.8,0.7,0,0.9,0.3,45675.2,234.3,0,1.5,0.5,0.1,0.3,0.6,0,0,0,0,0,0.4,0.1,0.2,0.6,0.5,1.1,0.1,0,"183"
"1890",CRS3035RES1000mN2257000E4047000,"1","83115",1,0.5,0.3,0.2,0,0.3,0.1,15225.1,78.1,0,0.5,0.2,0,0.1,0.2,0,0,0,0,0,0.1,0,0.1,0.2,0.2,0.4,0,0,"183"
"1891",CRS3035RES1000mN2257000E4051000,"1","83107",5,2.4,0.1,1,0.1,1.6,0.3,144146.9,148.5,1,1.4,0.2,0,1.6,0.6,0,0,0,0,0.1,0.6,0.3,1.4,1.1,0.6,0.8,0.1,0,"183"
